SP ID	Wikipedia URL	EE ID	Full Name	Full Name Reversed	Particule?	Relationships	Clerical title	Religious Network	Royal Academy	Institut de France	Academy_single	Academiy_single_provincial	Encyclopedistes	Freemason	Jacobin	Société des Trente	Lodge	GenderGroup	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country	LockeNet	ASmithNet	VoltaireNet	RousseauNet	D'AlembertNet	HumeNet	BenthamNet	Column6	Wikipedia Image Link	VIAF ID	VIAF URL	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	CNRS-D ID
1121	http://dictionnaire-journalistes.gazettes18e.fr/journaliste/630-charles-pesselier	pessecharl002803	Charles-Étienne Pesselier	"Pesselier, Charles-Etienne"									Yes					Male	1712-00-00	1712	1763-00-00	1763	Paris	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 			12313544	http://viaf.org/12313544	2	0	2	

1122	http://fr.wikipedia.org/wiki/Charles-Benjamin_de_Lubi%C3%A8res	langecharl001092	"Charles Benjamin de Langes de Montmirail, baron de Lubières"	"Langes de Montmirail, Charles Benjamin de, baron de Lubières"	Yes								Yes					Male	1714-00-00	1714	6/1/1790	1790	Berlin	Germany	Geneva	Switzerland	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/6/65/Jean-%C3%89tienne_Liotard_-_Portrait_des_Charles-Benjamin_de_Langes_de_Montmirail%2C_Baron_de_Lubi%C3%A8res.jpg			0	1	1	

1123	http://en.wikipedia.org/wiki/François-Vincent_Toussaint	toussfranc004526	François Vincent Toussaint	"Toussaint, François Vincent"									Yes					Male	1715-00-00	1715	1772-00-00	1772	Paris	France	Berlin	Germany	 	 	 	 	 	 	 			56619317	http://viaf.org/56619317	0	2	2	

1124	http://en.wikipedia.org/wiki/Étienne_Maurice_Falconet	falcoetien001514	Étienne Maurice Falconet	"Falconet, Étienne Maurice"					Yes				Yes					Male	12/1/1716	1716	1/24/1791	1791	Paris	France	Paris	France	 	 	Voltaire	 	D'Alembert	 	 			17248017	http://viaf.org/17248017	2	5	7	Falconet

1125	http://en.wikipedia.org/wiki/Nicolas_Beauzée	beauznicol000232	Nicolas Beauzée	"Beauzée, Nicolas"					Yes		Yes		Yes					Male	5/9/1717	1717	1/23/1789	1789	Verdun	France	Paris	France	 	 	Voltaire	 	 	 	 			54157180	http://viaf.org/54157180	1	0	1	

1126	http://en.wikipedia.org/wiki/Pierre-Jean_Grosley	groslpierr001840	Pierre Jean Grosley	"Grosley, Pierre Jean"					Yes		Yes		Yes					Male	1718-00-00	1718	1785-00-00	1785	Troyes	France	Troyes	France	 	 	Voltaire	 	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/1/10/Pierre-Jean_Grosley.jpg	40093	http://viaf.org/40093	5	0	5	Grosley

1127	http://en.wikipedia.org/wiki/Jean-Martin_de_Prades	pradejeanm001164	Jean-Martin de Prades	"Prades, Jean-Martin de"	Yes		abbé	Catholic_Clergy			Yes		Yes					Male	1720-00-00	1720	1782-00-00	1782	Castelsarrasin	France	Glogów	Poland	 	 	Voltaire	 	D'Alembert	 	 		http://upload.wikimedia.org/wikipedia/commons/7/72/Jean-Martin_de_Prades.jpg	61556168	http://viaf.org/61556168	7	6	13	Prades

1128	http://fr.wikipedia.org/wiki/Alexandre_Deleyre	deleyalexa001262	Alexandre Deleyre	"Deleyre, Alexandre"							Yes	Yes	Yes					Male	1/10/1721	1721	3/11/1797	1797	Portets	France	Paris	France	 	 	 	Rousseau	 	 	 					15	63	78	

1129	http://fr.wikipedia.org/wiki/Joseph-Fran%C3%A7ois-%C3%89douard_de_Corsembleu	corsejosep000976	Joseph François Edouard de Corsembleu Desmahis	"Desmahis, Joseph-François-Édouard de Corsembleu de"	Yes								Yes					Male	2/3/1722	1722	2/25/1761	1761	Sully-sur-Loire	France	Paris	France	 	 	Voltaire	 	 	 	 			27192940	http://viaf.org/27192940	3	2	5	

1130	http://en.wikipedia.org/wiki/Nicolas_Antoine_Boulanger	boulanicol000374	Nicolas Antoine Boulanger	"Boulanger, Nicolas Antoine"									Yes					Male	11/11/1722	1722	9/1/1759	1759	Paris	France	Paris	France	 	 	 	 	 	 	 			27061505	http://viaf.org/27061505	0	5	5	

1131	http://fr.wikipedia.org/wiki/%C3%89tienne-Hyacinthe_de_Ratte		Etienne-Hyacinthe de Ratte	"Ratte, Etienne-Hyacinthe de"	Yes					Yes			Yes					Male	1722-00-00	1722	1805-00-00	1805	Montpellier	 France	Montpellier	 France	 	 	 	 	D'Alembert	 	 			54932174	http://viaf.org/54932174	0	0	0	Ratte

1132	http://fr.wikipedia.org/wiki/Louis-Anne_La_Virotte	lavirlouis001079	Louis-Anne de La Virotte	"La Virotte, Louis-Anne de"	Yes								Yes					Male	1725-00-00	1725	3/3/1759	1759	Nolay	France	Paris	France	 	 	Voltaire	 	 	 	 			76668079	http://viaf.org/76668079	1	0	1	

1133	http://en.wikipedia.org/wiki/Nicolas_Desmarest		Nicolas Desmarest	"Desmarest, Nicolas"	Yes				Yes	Yes			Yes					Male	1725-00-00	1725	1815-00-00	1815	Soulaines	 France	Paris	 France	 	 	 	 	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/2/2a/DESMAREST.jpg/220px-DESMAREST.jpg	66550750	http://viaf.org/66550750	0	0	0	Desmarest

1134	http://fr.wikipedia.org/wiki/Jean-Baptiste_Durival		Jean Durival 	"Durival, Jean"									Yes					Male	7/4/1725	1725	2/14/1810	1810	Saint-Aubin-sur-Aire	 France	Heillecourt	 France	 	 	 	 	D'Alembert	 	 					0	0	0	Durival Jean

1135	http://en.wikipedia.org/wiki/André_Morellet	morelandre002600	André Morellet	"Morellet, André"					Yes	Yes			Yes					Male	3/7/1727	1727	1/12/1819	1819	Lyons	France	Paris	France	 	ASmith	Voltaire	Rousseau	D'Alembert	 	Bentham		http://upload.wikimedia.org/wikipedia/commons/f/f1/Andr%C3%A9_Morellet.jpg	120700230	http://viaf.org/120700230	31	45	76	Morellet

1136		fenoucharl001537	Charles Georges Fenouillot de Falbaire de Quingey	"Fenouillot de Falbaire de Quingey, Charles Georges"	Yes								Yes					Male	7/16/1727	1727	10/28/1800	1800	Salins	France	Sainte-Menehould	France	 	 	Voltaire	 	 	 	 			34456459	http://viaf.org/34456459	2	1	3	

1137	http://fr.wikipedia.org/wiki/Jean-Joseph_Menuret	menurjeanj002533	Jean Jacques Menuret de Chambaud	"Menuret de Chambaud, Jean Jacques"	Yes								Yes					Male	1733-00-00	1733	1815-00-00	1815	"Montélimar,"	France	Paris	France	 	 	Voltaire	 	 	 	 			20734367	http://viaf.org/20734367	0	1	1	

1138	http://en.wikipedia.org/wiki/Paul-Joseph_Barthez		Paul-Joseph Barthez (Barthès)	"Barthez, Paul-Joseph"					Yes	Yes			Yes					Male	1734-00-00	1734	1806-00-00	1806	Montpellier	 France	Paris	 France	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/4/4f/Paul_Joseph_Barthez.jpg	32090966	http://viaf.org/viaf/32090966	0	0	0	Barthez

1139	http://en.wikipedia.org/wiki/Stanislas_de_Boufflers	bouffstani000900	Stanislas Jean de Boufflers	"Boufflers, Stanislas Jean de"	Yes				Yes	Yes			Yes					Male	5/31/1738	1738	1/18/1815	1815	Nancy	France	Paris	France	 	 	Voltaire	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Boufflers%2C_Stanislas_de.jpg/250px-Boufflers%2C_Stanislas_de.jpg	36941427	http://viaf.org/36941427	1	5	6	

1140		massoalexa002501	"Alexandre Frédéric Jacques Masson, marquis de Pezay"	"Masson, Alexandre Frédéric Jacques, marquis de Pezay"	Yes				Yes		Yes		Yes					Male	1741-00-00	1741	1777-00-00	1777	Versailles	France	Blois	unknown	 	 	Voltaire	 	 	 	 			14889232	http://viaf.org/14889232	6	1	7	

1141		davidmiche000860	Michel Étienne David	"David, Michel Étienne"									Yes					Male						France		unknown	 	 	 	 	 	 	 					0	1	1	

1142	http://en.wikipedia.org/wiki/Johann_Heinrich_Samuel_Formey	formejeanh001593	Jean Henri Samuel Formey	"Formey, Jean Henri Samuel"				"Protestant_Non-Anglican_Other, Clergy"					Yes					Male	5/31/1711	1711	3/8/1797	1797	Berlin	Germany	Berlin	Germany	 	 	Voltaire	Rousseau	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/7/76/Formey.jpg/220px-Formey.jpg	51703551	http://viaf.org/51703551	73	9	82	Formey

1143	http://fr.wikipedia.org/wiki/Antoine-No%C3%A9_de_Polier_de_Bottens	poliejeana002862	Jean Antoine Noé Polier de Bottens	"Polier de Bottens, Jean Antoine Noé"	Yes			"Protestant_Non-Anglican_Other, Clergy"					Yes					Male	1713-12-00	1713	8/9/1783	1783	Lausanne	Switzerland	Lausanne	Switzerland	 	 	Voltaire	 	 	 	 			12299073		12	2	14	

1144	http://en.wikipedia.org/wiki/Georges-Louis_Le_Sage	lesaggeorg002323	"Georges Louis Le Sage, fils"	"Le Sage, Georges Louis, fils"					Yes		Yes		Yes					Male	6/13/1724	1724	11/9/1803	1803	Geneva	Switzerland	Geneva	Switzerland	 	 	Voltaire	Rousseau	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/4/49/Lesage.jpg/220px-Lesage.jpg	17542949	http://viaf.org/17542949	3	5	8	Le Sage Georges-Louis II

1145	http://en.wikipedia.org/wiki/Ferdinand_Berthoud	berthferdi000279	Ferdinand Berthoud	"Berthoud, Ferdinand"						Yes			Yes					Male	3/19/1727	1727	6/20/1807	1807	Placemont	Switzerland	Groslay	France	 	 	 	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/b/be/Ferdinand_Berthoud.jpg/150px-Ferdinand_Berthoud.jpg	42619091	http://viaf.org/42619091	0	0	0	

1146	http://fr.wikipedia.org/wiki/Louis_Necker	neckelouis002652	Louis Necker	"Necker, Louis"									Yes					Male	1730-00-00	1730	1804-00-00	1804	Geneva	Switzerland	Geneva	Switzerland	 	 	Voltaire	 	D'Alembert	 	 					6	1	7	Necker Louis

1147	http://fr.wikipedia.org/wiki/Jean-Edme_Romilly	romiljeane023159	Jean-Edme Romilly	"Romilly, Jean-Edme"				"Protestant_Non-Anglican_Other, Clergy"					Yes					Male	1739-00-00	1739	1779-00-00	1779	Paris	 France	Geneva	Switzerland	 	 	 	Rousseau	 	 	 					1	0	1	

1148	http://fr.wikipedia.org/wiki/Ant%C3%B3nio_Nunes_Ribeiro_Sanches		Antonio Nunes Ribeiro Sanchez 	"Sanches (Sanchez), Antonio Nunes "				"Jewish, Catholic"					Yes					Male	1699-00-00	1699	1783-00-00	1783	Penamacor	Portugal	Paris	France	 	 	 	 	D'Alembert	 	 					0	0	0	Sanches (Sanchez)

1149	http://fr.wikipedia.org/wiki/Jean-Baptiste_de_Voglie		"Jean de Voglie, Jean de Bentivoglio"	"Voglie (Bentivoglio), Jean"									Yes					Male	1723-00-00	1723	1777-00-00	1777					 	 	 	 	D'Alembert	 	 					0	0	0	Voglie (Bentivoglio)

1150	http://en.wikipedia.org/wiki/Charles_Pinot_Duclos	pinotcharl002842	Charles Pinot Duclos	"Pinot Duclos, Charles"					Yes				Yes					Male	2/12/1704	1704	3/26/1772	1772	Dinan	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/d/da/Charles_Pinot_Duclos_by_Maurice_Quentin_de_La_Tour.jpg	66731528	http://viaf.org/66731528	54	16	70	

1151	http://fr.wikipedia.org/wiki/%C3%89tienne_No%C3%ABl_Damilaville	damiletien000841	Étienne Noël Damilaville	"Damilaville, Étienne Noël"									Yes					Male	1723-00-00	1723	1768-00-00	1768		France		unknown	 	 	Voltaire	 	 	 	 			34479766	http://viaf.org/34479766	572	11	583	

1152	http://en.wikipedia.org/wiki/Louis_de_Jaucourt	jaucolouis001023	Louis de Jaucourt	"Jaucourt, Louis de"	Yes								Yes	Yes				Male	9/16/1704	1704	2/3/1779	1779	Paris	France	Compiègne	France	 	 	Voltaire	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/4/47/ChevalierLouisJaucourt.jpg/220px-ChevalierLouisJaucourt.jpg	51744988	http://viaf.org/51744988	4	1	5	

1153	http://en.wikipedia.org/wiki/Jean_Baptiste_Bourguignon_d'Anville	bourgjeanb000392	Jean Baptiste Bourguignon d'Anville	"Bourguignon d'Anville, Jean Baptiste"	Yes				Yes				Yes					Male	7/11/1697	1697	1/28/1782	1782	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Jean_Baptiste_d%27Anville.jpg/220px-Jean_Baptiste_d%27Anville.jpg	7472342	http://viaf.org/7472342	2	0	2	

1154	http://en.wikipedia.org/wiki/Jean_le_Rond_d'Alembert	leronjean0002275	Jean Le Rond d'Alembert	"Le Rond d'Alembert, Jean"	Yes				Yes				Yes					Male	11/17/1717	1717	10/28/1783	1783	Paris	France	Paris	France	 	 	Voltaire	Rousseau	D'Alembert	Hume	Bentham		upload.wikimedia.org/wikipedia/commons/thumb/d/df/Alembert.jpg/200px-Alembert.jpg	46756283	http://viaf.org/46756283	367	247	614	D'Alembert

1155	"http://en.wikipedia.org/wiki/Anne-Robert-Jacques_Turgot,_Baron_de_Laune"	turgoanner003374	Anne Robert Jacques Turgot	"Turgot, Anne Robert Jacques"					Yes				Yes					Male	5/10/1727	1727	3/18/1781	1781	Paris	France	Paris	France	 	 	Voltaire	 	D'Alembert	Hume	 		http://upload.wikimedia.org/wikipedia/commons/c/c8/Anne_Robert_Jacques_Turgot.jpg	12316007	http://viaf.org/12316007	67	32	99	Turgot

1156	http://en.wikipedia.org/wiki/Charles-Georges_Le_Roy	leroycharl002277	Charles-Georges Le Roy	"Le Roy, Charles-Georges"									Yes					Male	1723-00-00	1723	1787-00-00	1787	Versailles	France	Paris	France	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/d/d4/Charles-georges-le-roy.jpg	122199891	http://viaf.org/viaf/122199891	5	7	12	

1157	http://fr.wikipedia.org/wiki/Adrien_Quiret_de_Margency	cuyreadrie002908	Adrien Cuyret de Margency	"Cuyret de Margency, Adrien"	Yes								Yes					Male	1727-00-00	1727				France		unknown	 	 	 	Rousseau	 	 	 					0	5	5	

1158	"http://en.wikipedia.org/wiki/Friedrich_Melchior,_Baron_von_Grimm"	grimmfried001653	Baron Friedrich Melchior von Grimm	"Grimm, Baron Friedrich Melchior von"	Yes								Yes					Male	12/26/1723	1723	12/19/1807	1807	Regensburg	Germany	Gotha	Germany	 	 	Voltaire	Rousseau	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Friedrich_Melchior_Grimm.jpg/140px-Friedrich_Melchior_Grimm.jpg	46761996	http://viaf.org/46761996	44	36	80	

1159	http://en.wikipedia.org/wiki/Baron_d'Holbach	baronpaulh004601	"Paul Henri Thiry d'Holbach, baron d'Holbach"	"Holbach, Paul Henri Thiry d', baron d'Holbach"	Yes								Yes					Male	1723-12-00	1723	6/21/1789	1789	Edesheim	Germany	Paris	France	 	 	 	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Paul_Heinrich_Dietrich_Baron_d%27Holbach_Roslin.jpg/220px-Paul_Heinrich_Dietrich_Baron_d%27Holbach_Roslin.jpg	95147318	http://viaf.org/95147318	0	12	12	

1160	http://en.wikipedia.org/wiki/Jean-Baptiste-Antoine_Suard	suardjeanb003259	Jean Baptiste Antoine Suard	"Suard, Jean Baptiste Antoine"					Yes	Yes								Male	1/15/1732	1732	7/20/1817	1817	Besançon	France	Paris	France	 	 	Voltaire	 	D'Alembert	Hume	 		upload.wikimedia.org/wikipedia/commons/c/c9/Jean-baptiste-antoine-suard.jpg	89808442	http://viaf.org/89808442	20	4	24	Suard Jean-Baptiste-Antoine

1161		barbefranc000183	"François Dominique Barberie, marquis de Saint-Contest"	"Barberie, François Dominique, marquis de Saint-Contest"	Yes													Male	1701-00-00	1701	1754-00-00	1754		France		unknown	 	 	 	 	 	 	 					3	5	8	

1162		brancmarie024187	"Marie Thérèse de Brancas, comtesse de Rochefort"	"Brancas, Marie Thérèse de, comtesse de Rochefort"	Yes													Female	1716-00-00	1716	1782-00-00	1782		France		unknown	 	 	 	 	 	 	 			98154877	http://viaf.org/98154877	5	0	5	

1163		babaupompo023046	Pierre Marie Pomponne Babaud de La Chaussade de Villemenant	"Babaud de La Chaussade de Villemenant, Pierre Marie Pomponne"	Yes				Yes		Yes							Male	12/21/1751	1751	1808-00-00	1808		France		unknown	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/4/42/Abb%C3%A9_de_Pomponne.jpg			0	2	2	

1164	"http://en.wikipedia.org/wiki/Marie_Anne_de_Vichy-Chamrond,_marquise_du_Deffand"	vichymarie004441	"Marie Anne de Vichy-Chamrond, marquise Du Deffand"	"Vichy-Chamrond, Marie Anne de, marquise Du Deffand"	Yes													Female	1697-00-00	1697	9/23/1780	1780	Chamrond	France	Paris	France	 	 	Voltaire	 	D'Alembert	Hume	 		upload.wikimedia.org/wikipedia/commons/thumb/0/0f/MarieduDeffand.jpg/220px-MarieduDeffand.jpg	41901817	http://viaf.org/41901817	186	152	338	Du Deffand

1165	http://en.wikipedia.org/wiki/Montesquieu	seconcharl022977	"Charles de Secondat, baron de Montesquieu"	"Secondat, Charles de, baron de Montesquieu"	Yes				Yes				Yes					Male	1/18/1689	1689	2/10/1755	1755	Bordeaux	France	Paris	France	 	 	 	 	 	Hume	 		upload.wikimedia.org/wikipedia/commons/7/7e/Montesquieu_1.jpg	27069096	http://viaf.org/27069096	3	1	4	Montesquieu

1166	http://en.wikipedia.org/wiki/Andrew_Michael_Ramsay	ramsaandre002921	Andrew Michael Ramsay	"Ramsay, Andrew Michael"										Yes				Male	1686-00-00	1686	1743-00-00	1743	Ayr	Scotland	Saint-Germain-en-Laye	France	 	 	 	 	 	 	 			27070583	http://viaf.org/27070583	0	5	5	

1167	http://en.wikipedia.org/wiki/Charles-Ir%C3%A9n%C3%A9e_Castel_de_Saint-Pierre	castecharl000559	"Charles Irénée Castel, abbé de Saint-Pierre"	"Castel, Charles Irénée, abbé de Saint-Pierre"	Yes		abbé	Clergy	Yes		Yes							Male	2/18/1658	1658	4/29/1743	1743	Saint-Pierre-Église	France	Paris	France	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/a/af/Castel_de_saintpierre.jpg	22201759	http://viaf.org/viaf/22201759/	0	1	1	

1168	http://en.wikipedia.org/wiki/Michel-Jean_Sedaine	sedaimiche003123	Michel Jean Sedaine	"Sedaine, Michel Jean"					Yes									Male	6/2/1719	1719	5/17/1797	1797	Paris	France		unknown	 	 	Voltaire	 	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Michel-Jean_Sedaine_engraved_by_Levesque_after_David_-_INHA.jpg/220px-Michel-Jean_Sedaine_engraved_by_Levesque_after_David_-_INHA.jpg	73863522	http://viaf.org/73863522	1	0	1	Sedaine

1169	"http://en.wikipedia.org/wiki/David_Murray,_2nd_Earl_of_Mansfield"	murradavid002638	"David Murray, 2nd earl of Mansfield"	"Murray, David, 2nd earl of Mansfield"														Male	9/13/1727	1727	11/19/1796	1796		Scotland		unknown	 	 	 	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Portrait_of_David_Murray_2nd_Earl_of_Mansfield_by_Sylvester_Harding.jpg/200px-Portrait_of_David_Murray_2nd_Earl_of_Mansfield_by_Sylvester_Harding.jpg	12179977	http://viaf.org/12179977	0	1	1	

1170	http://en.wikipedia.org/wiki/Marc-Antoine-Nicolas_de_Croismare		Marc Antoine Nicolas Croismare de Lasson	"Croismare de Lasson, Marc Antoine Nicolas"	Yes													Male		1694	8/3/1772		Normandy		Paris											171033871	http://viaf.org/viaf/171033871				

1171	http://en.wikipedia.org/wiki/Sophie_d'Houdetot	lalivelisa022972	"Élisabeth Françoise Sophie de La Live de Bellegarde, comtesse d'Houdetot"	"La Live de Bellegarde, Élisabeth Françoise Sophie de, comtesse d'Houdetot"	Yes													Female	12/18/1730	1730	1/28/1813	1813	Paris	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/3/33/Elisabeth_La_Live_de_Bellgarde.jpg	64772846	http://viaf.org/64772846	31	33	64	

1172	"http://pl.wikipedia.org/wiki/Juan_Joaqu%C3%ADn_Atanasio_Pignatelli_y_Fernández_de_Heredia,_hrabia_Fuentes"		Joaquin Atanasio Pignatelli	"Fuentes, Joaquin Atanasio"														Male	1724-00-00	1724	1776-00-00	1776					 	 	 	 	 	 	 					0	0	0	Fuentes

1173	http://fr.wikipedia.org/wiki/Louis_Dupin_de_Francueil	dupinlouis023518	Louis Claude Dupin de Francueil	"Dupin de Francueil, Louis Claude"	Yes													Male	11/7/1715	1715	6/6/1787	1787	Châteauroux	France		unknown	 	 	 	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/0/04/Claude_Dupin.jpeg			0	3	3	

1174	http://en.wikipedia.org/wiki/Louise_d'Épinay	lalivlouis000810	"Louise Florence Pétronille La Live, marquise d'Épinay"	"La Live, Louise Florence Pétronille, marquise d'Épinay"	Yes													Female	3/11/1726	1726	4/17/1783	1783	Valenciennes	France	Paris	France	 	 	Voltaire	Rousseau	D'Alembert	 	 		http://upload.wikimedia.org/wikipedia/commons/e/e3/Louise_d%27Epinay_Liotard.jpg	51720337	http://viaf.org/51720337	144	24	168	Epinay Madame d'

1175			Stéphanie Alyon	"Alyon, Stéphanie "														Female																							

1176			Casimir Baecker	"Baecker, Casimir"														Male		1802		1830																			

1177			Alfred Lemaire	"Lemaire, Alfred"														Male																							

1178			Courchamp	Courchamp														Male																							

1179			Joseph Tréneuil	"Treneuil, Joseph"														Male																		227104254	http://viaf.org/viaf/227104254				

1180			Charbonnières	"Charbonnie_res, Alexis de"														Male	1778	1778																27199556	http://viaf.org/viaf/27199556				

1181			le comte Joseph d’Estourmel	"d’Estourmel, Joseph, comte"	Yes													Male	1783	1783	12/13/1852	1852	Paris	France	Paris	France										197527917	http://viaf.org/viaf/197527917				

1182			M. Peiyre	"Pierre, M."														Male																							

1183	https://en.wikipedia.org/wiki/Louis-Marcelin_de_Fontanes		Louis-Marcelin de Fontanes	"Fontanes, Louis, marquis de"	Yes									Yes				Male	1757-03-06	1757	1821-03-17	1821	Niort	France	Paris	France									https://upload.wikimedia.org/wikipedia/commons/8/8b/Louis_de_Fontanes.jpg	54197836	http://viaf.org/viaf/54197836				

1184			Monsieur d’Offémont	"Offémont, Monsieur d'"	Yes													Male																							

1185			"Anatole de Montesquiou-Fezenzac, comte de Montesquiou"	"Montesquiou-Fezenzac, Anatole de, comte de Montesquiou"	Yes													Male		1788																					

1186	http://fr.wikipedia.org/wiki/Antoine_Sabatier_de_Castres		l’abbé Sabatier	"Sabatier, l'abbé de"				Clergy										Male																		245399693	http://viaf.org/viaf/245399693				

1187	http://en.wikipedia.org/wiki/Jean-Louis-Marc_Alibert		Jean-Louis-Marc Alibert	"Albert, Jean-Louis-Marc "														Male	1768-05-02	1768	1837-11-04	1837	Villefranche-de-Rouergue		France											84791414	https://viaf.org/viaf/84791414/				

1188			madame Hainguerlot	"Hainguerlot, Madame"														Female																							

1189			la maréchale Moreau	"Moreau, la maréchale"														Female																							

1190	http://en.wikipedia.org/wiki/Princess_Louise_of_Stolberg-Gedern		Princess Louise of Stolberg-Gedern	"Stolberg-Gedern, Princess Louise of "	Yes													Female	1752-09-20	1752	1824-01-29	1824	Gedern		Florence	Italy										44425936					

1191	http://en.wikipedia.org/wiki/Marie-Gabriel-Florent-Auguste_de_Choiseul-Gouffier		Marie-Gabriel-Florent-Auguste de Choiseul-Gouffier 	"Choiseul-Gouffier, Marie-Gabriel-Florent-Auguste de "	Yes													Female	9/27/1752	1752	6/20/1817	1817	Paris	France	Aix-la-Chapelle	France															

1192			Princesse de Bauffrement	"Bauffrement, Princesse, Pauline de Quélen de La Vauguyon"	Yes													Female	1771	1771	1847	1847																			

1193	http://en.wikipedia.org/wiki/Désirée_Clary		Désirée Clary	"Clary, Désirée"														Female	1777-11-08	1777	1860-12-17	1860	Marseille	France	Stockholm	Sweden										47555301	https://viaf.org/viaf/47555301/				

1194	http://en.wikipedia.org/wiki/Thérésa_Tallien		Thérésa Tallien	"Tallien, Thérésa"														Female	1773-07-31	1773	1835-01-15	1835	Carabanchel	Spain	Chimay	France										7497990	https://viaf.org/viaf/7497990				

1195			madame Roger	"Roger, Madame"														Female																							

1196			madame Kennens	"Kennens, Madame"														Female																		24953903	http://viaf.org/viaf/24953903				

1197			madame Delarue	"Beaumarchais, Amélie-Eugénie Caron de"														Female	1778	1778	1832	1832	Paris	France	Paris	France										173400307	http://viaf.org/viaf/173400307				

1198	http://en.wikipedia.org/wiki/Charles_Hubert_Millevoye		Charles Hubert Millevoye	"Millevoye, Charles Hubert"														Male	1782-12-04	1782	1816-08-26	1816	Abbeville	France	Paris	France										71486983	https://viaf.org/viaf/71486983				

1199			Pieyre	Pieyre	Yes													Male					Paris	France		France															

1200			Marc-Antoine Madeleine Désaugiers	"Désaugiers, Marc-Antoine Madeleine "														Male	1772-11-17	1772	1827-08-09	1827																			

1201			Mme de Bon	"Bon, Mme de"	Yes													Female																							

1202	http://en.wikipedia.org/wiki/Prince_Jerome		Jérôme Bonaparte	"Bonaparte, Jérôme"										Yes				Male	1784-11-15	1784	1860-06-24	1860	Ajaccio	Corsica	Villegenis	France									https://commons.wikimedia.org/wiki/File:King_Jerome_Bonaparte.jpg#mediaviewer/File:King_Jerome_Bonaparte.jpg	39403245	https://viaf.org/viaf/39403245/				

1203	http://en.wikipedia.org/wiki/Charles_de_Bernard_de_Marigny		Charles de Bernard de Marigny	"Marigny, Charles de Bernard de "	Yes									Yes				Male	1740-02-01	1740	1816-07-25	1816	Sées	France	Brest										https://upload.wikimedia.org/wikipedia/commons/7/73/Charles_Bernard_Marigny.jpg						

1204	https://fr.wikipedia.org/wiki/Elz%C3%A9ar_de_Sabran_(%C3%A9crivain)		Elzéar de Sabran	"Saran, Elzéar de "	Yes													Male																							

1205	http://fr.wikipedia.org/wiki/Victorine_de_Chastenay		Victorine de Chastenay	"Chastenay, Victorine de "	Yes													Female	4/11/1771	1771	5/9/1855	1855	Paris	France	Châtillon-sur-Seine	France										61632806					

1206	http://en.wikipedia.org/wiki/Thomas_Gray	graythoma0004302	Thomas Gray	"Gray, Thomas"														Male	12/26/1716	1716	7/30/1771	1771	London	England	Cambridge	England	 	 	 	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/9/9b/PortraitThomasGrayByJohnGilesEccart1747to1748.jpg/220px-PortraitThomasGrayByJohnGilesEccart1747to1748.jpg	9889965	http://viaf.org/9889965	100	520	620	

1207	http://en.wikipedia.org/wiki/Edward_Gibbon	gibboedwar001727	Edward Gibbon	"Gibbon, Edward"														Male	4/27/1737	1737	1794-00-00	1794		England		unknown	 	ASmith	 	 	 	Hume	 		upload.wikimedia.org/wikipedia/commons/thumb/d/de/Edward_Emily_Gibbon.jpg/220px-Edward_Emily_Gibbon.jpg	24601933	http://viaf.org/24601933	4	6	10	

