SP ID	Source	EgoNetworksCombined	Wikipedia URL	EE ID	Full Name	Full Name Reversed	Particule?	Occupation	Political rank	Military rank	Relationships	Aristo title	Clerical title	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academiy_single_provincial	Salons	Encyclopedistes	Freemason	Jacobin	Société des Trente	Lodge	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country	LockeNet	ASmithNet	VoltaireNet	RousseauNet	D'AlembertNet	HumeNet	BenthamNet	Column6	Wikipedia Image Link	VIAF ID	VIAF URL	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	CNRS-D ID
1164	"EE, CNRS-D"	"Voltaire, D'Alembert, Hume, Entresol, Deffand, Tencin"	"http://en.wikipedia.org/wiki/Marie_Anne_de_Vichy-Chamrond,_marquise_du_Deffand"	vichymarie004441	"Marie Anne de Vichy-Chamrond, marquise Du Deffand"	"Vichy-Chamrond, Marie Anne de, marquise Du Deffand"	Yes	"aristocrat,author,salon hostess"				marquise		Letters_Literary	"Elite, Nobility"								"Entresol, Deffand, Bolingbroke, Tencin"						Female	French	1697-00-00	1697	9/23/1780	1780	Chamrond	France	Paris	France	 	 	Voltaire	 	D'Alembert	Hume	 		upload.wikimedia.org/wikipedia/commons/thumb/0/0f/MarieduDeffand.jpg/220px-MarieduDeffand.jpg	41901817	http://viaf.org/41901817	186	152	338	Du Deffand
1165	"EE, CNRS-D, Kafker"	"Hume, Encyclopedistes, Entresol, Dupin, Graffigny, Prie, Epinay, Tencin, Geoffrin, Deffand"	http://en.wikipedia.org/wiki/Montesquieu	seconcharl022977	"Charles de Secondat, baron de Montesquieu"	"Secondat, Charles de, baron de Montesquieu"	Yes	"academy member,magistrate,philosopher"	magistrate			baron		"Letters_Philosophical, Letters_Literary, Political Economy"	"Government, Nobility, Elite"	"Legal, Cultural"		"French Academy, Royal Society, Academy of Stanislas, Academy of Amiens, Berlin Academy"	Yes				"Entresol, Dupin, Graffigny, Prie, Epinay, Tencin, Geoffrin, Deffand"	Yes					Male	French	1/18/1689	1689	2/10/1755	1755	Bordeaux	France	Paris	France	 	 	 	 	 	Hume	 		upload.wikimedia.org/wikipedia/commons/7/7e/Montesquieu_1.jpg	27069096	http://viaf.org/27069096	3	1	4	Montesquieu
1166	EE	Entresol	http://en.wikipedia.org/wiki/Andrew_Michael_Ramsay	ramsaandre002921	Andrew Michael Ramsay	"Ramsay, Andrew Michael"		"Jacobite,philosopher"						Letters_Philosophical				Royal Society					Entresol		Yes				Male	Scottish	1686-00-00	1686	1743-00-00	1743	Ayr	Scotland	Saint-Germain-en-Laye	France	 	 	 	 	 	 	 			27070583	http://viaf.org/27070583	0	5	5	
1167	EE	"Voltaire, Entresol, Necker"	http://en.wikipedia.org/wiki/Charles-Ir%C3%A9n%C3%A9e_Castel_de_Saint-Pierre	castecharl000559	"Charles Irénée Castel, abbé de Saint-Pierre"	"Castel, Charles Irénée, abbé de Saint-Pierre"	Yes	"academy member,political reformer"					abbé	"Political Economy, Letters_Philosophical"	"Elite, Nobility"	Cultural	Clergy	French Academy	Yes		Yes		"Entresol, Necker"						Male	French	2/18/1658	1658	4/29/1743	1743	Saint-Pierre-Église	France	Paris	France	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/a/af/Castel_de_saintpierre.jpg	22201759	http://viaf.org/viaf/22201759/	0	1	1	
1168	"EE, CNRS-D"	"Voltaire, D'Alembert, Epinay"	http://en.wikipedia.org/wiki/Michel-Jean_Sedaine	sedaimiche003123	Michel Jean Sedaine	"Sedaine, Michel Jean"		"academy member,poet,author,playwright"						Letters_Literary		"Artist, Cultural"		"French Academy, Académie royale d'architecture"	Yes				Epinay						Male	French	6/2/1719	1719	5/17/1797	1797	Paris	France		unknown	 	 	Voltaire	 	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Michel-Jean_Sedaine_engraved_by_Levesque_after_David_-_INHA.jpg/220px-Michel-Jean_Sedaine_engraved_by_Levesque_after_David_-_INHA.jpg	73863522	http://viaf.org/73863522	1	0	1	Sedaine
1169	EE	Epinay	"http://en.wikipedia.org/wiki/David_Murray,_2nd_Earl_of_Mansfield"	murradavid002638	"David Murray, 2nd earl of Mansfield"	"Murray, David, 2nd earl of Mansfield"		"diplomat,politician"	diplomat						"Nobility, Elite, Military"								Epinay						Male	Scottish	9/13/1727	1727	11/19/1796	1796		Scotland		unknown	 	 	 	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Portrait_of_David_Murray_2nd_Earl_of_Mansfield_by_Sylvester_Harding.jpg/200px-Portrait_of_David_Murray_2nd_Earl_of_Mansfield_by_Sylvester_Harding.jpg	12179977	http://viaf.org/12179977	0	1	1	
1170	SP	"Epinay, Geoffrin"	http://en.wikipedia.org/wiki/Marc-Antoine-Nicolas_de_Croismare		Marc Antoine Nicolas Croismare de Lasson	"Croismare de Lasson, Marc Antoine Nicolas"	Yes	aristocrat							"Nobility, Elite, Government"								"Epinay, Geoffrin"						Male	French		1694	8/3/1772		Normandy		Paris											171033871	http://viaf.org/viaf/171033871				
1171	EE	"Voltaire, Rousseau, Epinay, Houdetot, Holbach"	http://en.wikipedia.org/wiki/Sophie_d'Houdetot	lalivelisa022972	"Élisabeth Françoise Sophie de La Live de Bellegarde, comtesse d'Houdetot"	"La Live de Bellegarde, Élisabeth Françoise Sophie de, comtesse d'Houdetot"	Yes	"aristocrat,poet,author,salon hostess"				comtesse		"Letters_Literary, Letters"	"Elite, Nobility"	Artist							"Epinay, Houdetot, Holbach"						Female	French	12/18/1730	1730	1/28/1813	1813	Paris	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/3/33/Elisabeth_La_Live_de_Bellgarde.jpg	64772846	http://viaf.org/64772846	31	33	64	
1172	CNRS-D	"D'Alembert, Epinay, Lespinasse"	"http://pl.wikipedia.org/wiki/Juan_Joaqu%C3%ADn_Atanasio_Pignatelli_y_Fernández_de_Heredia,_hrabia_Fuentes"		Joaquin Atanasio Pignatelli	"Fuentes, Joaquin Atanasio"								Political Economy 	"Nobility, Government, Elite"								"Epinay, Lespinasse"						Male		1724-00-00	1724	1776-00-00	1776					 	 	 	 	 	 	 					0	0	0	Fuentes
1173	EE	"Rousseau, Epinay, Quinault"	http://fr.wikipedia.org/wiki/Louis_Dupin_de_Francueil	dupinlouis023518	Louis Claude Dupin de Francueil	"Dupin de Francueil, Louis Claude"	Yes	"scientist,chemist,financier,musician"						Sciences_Natural	"Elite, Nobility"	"Artist, Finance-banking"							"Epinay, Quinault"						Male	French	11/7/1715	1715	6/6/1787	1787	Châteauroux	France		unknown	 	 	 	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/0/04/Claude_Dupin.jpeg			0	3	3	
1174	"EE, CNRS-D"	"Voltaire, D'Alembert, Rousseau, Epinay, Quinault, Holbach"	http://en.wikipedia.org/wiki/Louise_d'Épinay	lalivlouis000810	"Louise Florence Pétronille La Live, marquise d'Épinay"	"La Live, Louise Florence Pétronille, marquise d'Épinay"	Yes	"author,salon hostess"				marquise		Letters_Literary	"Elite, Nobility"								"Epinay, Quinault, Holbach"						Female	French	3/11/1726	1726	4/17/1783	1783	Valenciennes	France	Paris	France	 	 	Voltaire	Rousseau	D'Alembert	 	 		http://upload.wikimedia.org/wikipedia/commons/e/e3/Louise_d%27Epinay_Liotard.jpg	51720337	http://viaf.org/51720337	144	24	168	Epinay Madame d'
1175	SP	Genlis			Stéphanie Alyon	"Alyon, Stéphanie "																	Genlis_Arsenal						Female	French																							
1176	SP	Genlis			Casimir Baecker	"Baecker, Casimir"		"musician, writer, adopted son of Genlis"						Letters_Literary		Artist							Genlis_Arsenal						Male	French		1802		1830																			
1177	SP	Genlis			Alfred Lemaire	"Lemaire, Alfred"		"musician, adopted son of Genlis"								Artist							Genlis_Arsenal						Male	French																							
1178	SP	Genlis			Courchamp	Courchamp																	Genlis_Arsenal						Male	French																							
1179	SP	Genlis			Joseph Tréneuil	"Treneuil, Joseph"																	Genlis_Arsenal						Male	French																		227104254	http://viaf.org/viaf/227104254				
1180	SP	Genlis			Charbonnières	"Charbonnie_res, Alexis de"																	Genlis_Arsenal						Male	French	1778	1778																27199556	http://viaf.org/viaf/27199556				
1181	SP	Genlis			le comte Joseph d’Estourmel	"d’Estourmel, Joseph, comte"	Yes	politician				comte			"Government, Elite, Nobility"								Genlis_Arsenal						Male	French	1783	1783	12/13/1852	1852	Paris	France	Paris	France										197527917	http://viaf.org/viaf/197527917				
1182	SP	Genlis			M. Peiyre	"Pierre, M."																	Genlis_Arsenal						Male	French																							
1183	SP	Genlis	https://en.wikipedia.org/wiki/Louis-Marcelin_de_Fontanes		Louis-Marcelin de Fontanes	"Fontanes, Louis, marquis de"	Yes	"politician, poet, academy member"				marquis		Letters_Literary	"Nobility, Government"			French Academy					Genlis_Arsenal		Yes				Male	French	1757-03-06	1757	1821-03-17	1821	Niort	France	Paris	France									https://upload.wikimedia.org/wikipedia/commons/8/8b/Louis_de_Fontanes.jpg	54197836	http://viaf.org/viaf/54197836				
1184	SP	Genlis			Monsieur d’Offémont	"Offémont, Monsieur d'"	Yes								Nobility								Genlis_Arsenal						Male	French																							
1185	SP	Genlis			"Anatole de Montesquiou-Fezenzac, comte de Montesquiou"	"Montesquiou-Fezenzac, Anatole de, comte de Montesquiou"	Yes	"aristocrat, soldier, aide-de-camp to Napoleon, chevalier d'honneur de la Reine des Français"		maréchal de camp		comte			"Military, Nobility, Elite, Court"								Genlis_Arsenal						Male	French		1788																					
1186	SP	Genlis	http://fr.wikipedia.org/wiki/Antoine_Sabatier_de_Castres		l’abbé Sabatier	"Sabatier, l'abbé de"		"clergy, journalist, man of letters"						Letters_Literary			Clergy						Genlis_Arsenal						Male	French																		245399693	http://viaf.org/viaf/245399693				
1187	SP	Genlis	http://en.wikipedia.org/wiki/Jean-Louis-Marc_Alibert		Jean-Louis-Marc Alibert	"Albert, Jean-Louis-Marc "								Sciences_Medicine		Medical							Genlis_Arsenal						Male	French	1768-05-02	1768	1837-11-04	1837	Villefranche-de-Rouergue		France											84791414	https://viaf.org/viaf/84791414/				
1188	SP	Genlis			madame Hainguerlot	"Hainguerlot, Madame"		"writer, society woman, amateur actress"						Letters_Literary	"Elite, Court"	Aritist							Genlis_Arsenal						Female	French																							
1189	SP	Genlis			la maréchale Moreau	"Moreau, la maréchale"		"Créole, wife of maréchal de France"		maréchale					"Elite, Nobility, Court"								Genlis_Arsenal						Female	French																							
1190	SP	Genlis	http://en.wikipedia.org/wiki/Princess_Louise_of_Stolberg-Gedern		Princess Louise of Stolberg-Gedern	"Stolberg-Gedern, Princess Louise of "	Yes	aristocrat						Letters	"Elite, Nobility, Court"								Genlis_Arsenal						Female	German	1752-09-20	1752	1824-01-29	1824	Gedern		Florence	Italy										44425936					
1191	SP	Genlis	http://en.wikipedia.org/wiki/Marie-Gabriel-Florent-Auguste_de_Choiseul-Gouffier		Marie-Gabriel-Florent-Auguste de Choiseul-Gouffier 	"Choiseul-Gouffier, Marie-Gabriel-Florent-Auguste de "	Yes	aristocrat						"Letters_Antiquarian, Letters_Literary"	"Elite, Nobility, Court, Government"			French Academy					Genlis_Arsenal						Female	French	9/27/1752	1752	6/20/1817	1817	Paris	France	Aix-la-Chapelle	France															
1192	SP	Genlis			Princesse de Bauffrement	"Bauffrement, Princesse, Pauline de Quélen de La Vauguyon"	Yes	aristocrat				princesse			"Elite, Nobility, Court"								Genlis_Arsenal						Female	French	1771	1771	1847	1847																			
1193	SP	Genlis	http://en.wikipedia.org/wiki/Désirée_Clary		Désirée Clary	"Clary, Désirée"		actress							"Elite, Court, Government"								Genlis_Arsenal						Female	French	1777-11-08	1777	1860-12-17	1860	Marseille	France	Stockholm	Sweden										47555301	https://viaf.org/viaf/47555301/				
1194	SP	Genlis	http://en.wikipedia.org/wiki/Thérésa_Tallien		Thérésa Tallien	"Tallien, Thérésa"		"socialite, later Princesse de Chimay"						Letters	"Elite, Nobility, Court"								Genlis_Arsenal						Female	French	1773-07-31	1773	1835-01-15	1835	Carabanchel	Spain	Chimay	France										7497990	https://viaf.org/viaf/7497990				
1195	SP	Genlis			madame Roger	"Roger, Madame"		"wife of a playwright, later comtesse de Montholon"															Genlis_Arsenal						Female	French																							
1196	SP	Genlis			madame Kennens	"Kennens, Madame"		writer						Letters_Literary									Genlis_Arsenal						Female	French																		24953903	http://viaf.org/viaf/24953903				
1197	SP	Genlis			madame Delarue	"Beaumarchais, Amélie-Eugénie Caron de"		"niece of Beaumarchais, composer"								Artist							Genlis_Arsenal						Female	French	1778	1778	1832	1832	Paris	France	Paris	France										173400307	http://viaf.org/viaf/173400307				
1198	SP	Genlis	http://en.wikipedia.org/wiki/Charles_Hubert_Millevoye		Charles Hubert Millevoye	"Millevoye, Charles Hubert"		poet						"Letters_Literary, Letters_Antiquarian"									Genlis_Arsenal						Male	French	1782-12-04	1782	1816-08-26	1816	Abbeville	France	Paris	France										71486983	https://viaf.org/viaf/71486983				
1199	SP	Genlis			Pieyre	Pieyre	Yes	writer						Letters_Literary									Genlis_Arsenal						Male	French					Paris	France		France															
1200	SP	Genlis			Marc-Antoine Madeleine Désaugiers	"Désaugiers, Marc-Antoine Madeleine "		writer								"Artist, Cultural"							Genlis_Arsenal						Male	French	1772-11-17	1772	1827-08-09	1827																			
1201	SP	Genlis			Mme de Bon	"Bon, Mme de"	Yes	translator of novels						Letters_Literary									Genlis_Arsenal						Female	French																							
1202	SP	Genlis	http://en.wikipedia.org/wiki/Prince_Jerome		Jérôme Bonaparte	"Bonaparte, Jérôme"		politician	monarch	maréchal de France					"Elite, Government, Military, Court"								Genlis_Arsenal		Yes				Male	French	1784-11-15	1784	1860-06-24	1860	Ajaccio	Corsica	Villegenis	France									https://commons.wikimedia.org/wiki/File:King_Jerome_Bonaparte.jpg#mediaviewer/File:King_Jerome_Bonaparte.jpg	39403245	https://viaf.org/viaf/39403245/				
1203	SP	Genlis	http://en.wikipedia.org/wiki/Charles_de_Bernard_de_Marigny		Charles de Bernard de Marigny	"Marigny, Charles de Bernard de "	Yes	poet							"Nobility, Military"								Genlis_Arsenal		Yes				Male	French	1740-02-01	1740	1816-07-25	1816	Sées	France	Brest										https://upload.wikimedia.org/wikipedia/commons/7/73/Charles_Bernard_Marigny.jpg						
1204	SP	"Genlis, Stael"	https://fr.wikipedia.org/wiki/Elz%C3%A9ar_de_Sabran_(%C3%A9crivain)		Elzéar de Sabran	"Saran, Elzéar de "	Yes	poet				comte		Letters_Literary	"Nobility, Elite"								"Genlis_Arsenal, Stael_Coppet, Stael_Paris"						Male	French																							
1205	SP	"Genlis, Stael"	http://fr.wikipedia.org/wiki/Victorine_de_Chastenay		Victorine de Chastenay	"Chastenay, Victorine de "	Yes	memoirist						Letters_Literary	Nobility								"Genlis_Arsenal, Stael_Paris"						Female	French	4/11/1771	1771	5/9/1855	1855	Paris	France	Châtillon-sur-Seine	France										61632806					
1206	EE	Geoffrin	http://en.wikipedia.org/wiki/Thomas_Gray	graythoma0004302	Thomas Gray	"Gray, Thomas"		"poet,author"						Letters_Literary	Elite								Geoffrin						Male	English	12/26/1716	1716	7/30/1771	1771	London	England	Cambridge	England	 	 	 	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/9/9b/PortraitThomasGrayByJohnGilesEccart1747to1748.jpg/220px-PortraitThomasGrayByJohnGilesEccart1747to1748.jpg	9889965	http://viaf.org/9889965	100	520	620	
1207	EE	"Hume, ASmith, Geoffrin, Holbach, Stormont"	http://en.wikipedia.org/wiki/Edward_Gibbon	gibboedwar001727	Edward Gibbon	"Gibbon, Edward"		historian						Letters_Literary	Elite								"Geoffrin, Holbach, Stormont"						Male	English	4/27/1737	1737	1794-00-00	1794		England		unknown	 	ASmith	 	 	 	Hume	 		upload.wikimedia.org/wikipedia/commons/thumb/d/de/Edward_Emily_Gibbon.jpg/220px-Edward_Emily_Gibbon.jpg	24601933	http://viaf.org/24601933	4	6	10	
1208	"EE, CNRS-D"	"Voltaire, D'Alembert, Geoffrin, Deffand, Holbach, Necker, Lespinasse, DeLaMarck, Luxembourg, Praslin, Stormont"	http://en.wikipedia.org/wiki/Gustaf_Philip_Creutz	creutgusta000766	Greve Gustaf Filip Creutz	"Creutz, Greve Gustaf Filip"		"diplomat,prime minister,poet,author"	diplomat			comte		Letters_Literary	"Elite, Government, Nobility"			Royal Swedish Academy of Sciences					"Geoffrin, Deffand, Holbach, Necker, Lespinasse, DeLaMarck, Luxembourg, Praslin, Stormont, Geoffrin_dinner"						Male	Swedish	5/1/1731	1731	10/30/1785	1785	Anjala gård	Finland	Stockholm	Sweden	 	 	Voltaire	 	D'Alembert	 	 		upload.wikimedia.org/wikipedia/commons/thumb/9/96/Gustav_Filip_Creutz.jpg/220px-Gustav_Filip_Creutz.jpg	71659499	http://viaf.org/71659499	1	2	3	Creutz
1209	SP	Geoffrin	https://commons.wikimedia.org/wiki/Category:Ulrik_Scheffer		Ulrik Scheffer 			"diplomat, military personnel, academy member, member of the Riksdag"	"diplomat, member of the Riksdag"						"Elite, Government, Nobility, Military"			Royal Swedish Academy of Sciences					Geoffrin						Male	Swedish	5/8/1716	1716	4/3/1799	1799	Nyköping	Sweden																	
1210	EE	DeLaMarck		noailmarie024842	"Marie Anne Françoise de Noailles, comtesse de La Marck"		Yes	"aristocrat,salon hostess"				comtesse			"Nobility, Elite"								DeLaMarck						Female	French	1/12/1719	1719	1793-00-00	1793		France		unknown	 	 													
1211	SP	"DeLaMarck, Luxembourg"	https://en.wikipedia.org/wiki/Gustav_III_of_Sweden		Gustaf III			king				"prince, king"			"Elite, Government, Nobility"			St Petersburg Academy of Sciences					"DeLaMarck, Luxembourg"						Male	Swedish		1746		1792	Stockholm	Sweden	Stockholm	Sweden															
1212	SP	"DeLaMarck, Luxembourg"	"https://en.wikipedia.org/wiki/Prince_Frederick_Adolf,_Duke_of_%C3%96sterg%C3%B6tland"		Prince Fredrik			"prince, duc"				prince			"Elite, Government, Nobility"								"DeLaMarck, Luxembourg"						Male	Swedish		1750		1803	Stockholm	Sweden	Stockholm	Sweden															
1213	SP	LaReyniere			Mme de La Reynière		Yes	salonnière						Letters_Literary	"Nobility, Elite"								LaReyniere						Female	French																							
1214	EE	LaReyniere		barthjeanj024178	Jean Jacques Barthélemy			"author,archaeologist"						Letters_Antiquarian	Elite			"Academy of Inscriptions, French Academy, Royal Society"	Yes				LaReyniere						Male	French	1716-00-00	1716	1795-00-00	1795		unknown																	
1215	SP	LaReyniere	"https://en.wikipedia.org/wiki/Joseph_Hyacinthe_Fran%C3%A7ois_de_Paule_de_Rigaud,_Comte_de_Vaudreuil"		"Joseph Hyacinthe François de Paule de Rigaud, Comte de Vaudreuil"							comte			"Nobility, Elite, Court"								LaReyniere						Male	French		1740		1817	Saint-Domingue	France	Paris	France															
1216	SP	LaReyniere			"Pierre Victor, baron de Besenval de Brünstatt"		Yes	captain of the Swiss guards				baron			"Military, Court"	Collector							LaReyniere						Male	Swiss		1722		1794	Solothurn	Switzerland	Paris	France															
1217	SP	LaReyniere	"https://en.wikipedia.org/wiki/Louis_Philippe,_comte_de_S%C3%A9gur"		"Antoinette Élisabeth d'Aguesseau, comtesse de Ségur"		Yes	"aristocrat, wife of diplomat"				comtesse			"Nobility, Elite"								LaReyniere						Female	French																							
1218	SP	LaReyniere	https://en.wikipedia.org/wiki/Antonio_Sacchini		Antonio Sacchini			composer							"Elite, Court"	Artist							LaReyniere						Male	Italian		1730		1786	Florence	Italy	Paris	France															
1219	SP	LaReyniere	https://en.wikipedia.org/wiki/Niccol%C3%B2_Piccinni		Niccolò Piccinni			composer							"Elite, Court"	Artist							LaReyniere						Male	Italian		1728		1800	Bari	Italy	Passy	France															
1220	SP	LaReyniere			Pierre-Jean Garat			singer							Court	"Artist, Education"							LaReyniere						Male	French		1764		1823	Ustaritz	France	Paris	France															
1221	SP	LaReyniere			Richer			musician							Court	Artist							LaReyniere						Male	French																							
1222	EE	"Voltaire, D'Alembert,Necker, Deffand, Graffigny, Beauvau"	"https://en.wikipedia.org/wiki/Charles_Juste_de_Beauvau,_Prince_of_Craon"	beauvcharl000883	Prince Charles-Juste de Beauvau-Craon			"general,army officer,soldier,aristocrat,government minister"	minister	high-ranking_general					"Nobility, Elite, Court, Military, Government"								"Necker, Deffand, Beauvau, Graffigny_dEnfer"						Male	French	9/10/1720	1720	5/21/1793	1793	Lunéville	France	Paris	France															
1223	SP	Necker	"https://en.wikipedia.org/wiki/Charles_Lennox,_3rd_Duke_of_Richmond"	lennocharl024313	"Charles Lennox, 3rd duke of Richmond"	"Lennox, Charles, 3rd duke of Richmond"		"politician, member of Parliament"	"peer, diplomat, MP, PC"	field marshal		duke			"Elite, Government, Nobility, Military"								Necker						Male	English	2/22/1735	1735	12/29/1806	1806	London	England		unknown															
1224	SP	Stormont	"https://en.wikipedia.org/wiki/Louisa_Murray,_Countess_of_Mansfield"		"Louisa Murray, Countess of Mansfield, Lady Stormont"			"aristocrat, wife of diplomat"				"viscountess, lady"			"Nobility, Elite"								Stormont						Female	Scottish		1758		1843																			
1225	SP	"Stormont, Necker"	"http://en.wikipedia.org/wiki/David_Murray,_2nd_Earl_of_Mansfield"		"David Murray, 2nd Earl of Mansfield, Lord Stormont"			"ambassador, aristocrat"				"viscount, earl"			"Nobility, Elite"								"Stormont, Necker_dinner"						Male	Scottish		1727		1796																			
1226	SP	Geoffrin	https://en.wikipedia.org/wiki/Manon_Balletti		Manon Balletti			"actress, daughter of actors, mistress of Casanova, wife of François Bondel"								"Artist, Cultural"							Geoffrin_dinner						Female	Italian		1740		1776														44468577	https://viaf.org/viaf/44468577/				
1227	SP	Necker			Edward Smith-Stanley			aristocrat							"Elite, Government, Nobility"								Necker_dinner						Male	English																							
1228	"EE, CNRS-D"	"Voltaire, Hume, Trudaine"	https://fr.wikipedia.org/wiki/Philibert_Trudaine_de_Montigny	trudajeanc003366	Jean Charles Philibert Trudaine de Montigny		Yes	"scientist,chemist,civil servant"						Sciences_Natural	"Government, Elite"	Other		Académie des sciences;Académie d'agriculture de France					Trudaine						Male	French	1733-00-00	1733	1777-00-00	1777	Clermont-Ferrand	France	Paris	France															
1229	SP	Trudaine			Anne Marie Rosalie de Trudaine		Yes	salonnière															Trudaine						Female	French		1747		1776	Fourqueux	France	Paris	France															
1230	EE	"Voltaire, Geoffrin"	http://en.wikipedia.org/wiki/Jean_Lévesque_de_Burigny	levesjean0002164	Jean Lévesque de Burigny	"Lévesque de Burigny, Jean"	Yes	"historian,author,encyclopaedist"						"Letters_Literary, Letters"		Artist		Academy of Inscriptions	Yes		Yes		Geoffrin						Male	French	1692-09-00	1692	10/8/1785	1785	Reims	France	Paris	France	 	 	Voltaire	 	 	 	 			36965930	http://viaf.org/36965930	12	1	13	
1231	EE	Geoffrin	http://en.wikipedia.org/wiki/Joseph-Marie_Vien	vienjosep0023048	Joseph Marie Vien	"Vien, Joseph Marie"		"academy member,painter,artist"							"Court, Elite"	Artist		"Villa Médicis, Académie royale de peinture et sculpture"	Yes	Yes			Geoffrin						Male	French	6/18/1716	1716	3/27/1809	1809	Montpellier	France	Paris	France	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/3/37/JMVien.jpg	36948789	http://viaf.org/36948789	1	1	2	
1232	EE	"Voltaire, Rousseau, Geoffrin, Graffigny, Deffand"	"http://en.wikipedia.org/wiki/%C3%89tienne_Fran%C3%A7ois,_duc_de_Choiseul"	choisetien000961	"Étienne François de Choiseul-Stainville, duc de Choiseul"	"Choiseul-Stainville, Étienne François de, duc de Choiseul"	Yes	"general,army officer,diplomat,statesman,soldier,aristocrat"	minister	high-ranking_general		duc		Political Economy	"Government, Military, Elite, Nobility, Court"			Academy of Stanislas			Yes		"Geoffrin, Graffigny_dEnfer, Deffand"						Male	French	6/28/1719	1719	5/8/1785	1785	Nancy	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 		http://upload.wikimedia.org/wikipedia/commons/a/a3/%C3%89tienne-Fran%C3%A7ois_de_Choiseul.jpg	22140047	http://viaf.org/viaf/22140047/	56	63	119	
1233	SP	Geoffrin			Simon René Baudouin	"Baudouin, Simon René"		maréchal de camp		maréchal de camp	comte			Letters_Literary	"Nobility, Elite"								Geoffrin						Male	French		1723		1797														88602787	http://viaf.org/viaf/88602787				
1234	SP	Geoffrin			Antoine François Châtre de Billy	"Billy, Antoine François Châtre de"	Yes	aristocrat							Nobility								Geoffrin						Male	French				1784																			
1235	SP	Geoffrin	http://en.wikipedia.org/wiki/François_Boucher		François Boucher	"Boucher, François"		"artist, painter, academy director"							Elite	"Artist, Cultural"							Geoffrin						Male	French	9/29/1703		5/30/1770		Paris	France	Paris	France										66517093	https://viaf.org/viaf/66517093/				
1236	SP	Geoffrin			Simon Charles Boutin	Simon Charles Boutin		receveur général des finances							"Government, Elite, Military"								Geoffrin						Male	French																							
1237	SP	Geoffrin			Branicki	Branicki		aristocrat				prince			"Nobility, Elite, Court"								Geoffrin						Male	Polish																							
1238	SP	Geoffrin	http://en.wikipedia.org/wiki/Jean-Baptiste-Siméon_Chardin		Jean Baptiste Simon Chardin	"Chardin, Jean Baptiste Simon "		"artist, painter"								Artist							Geoffrin						Male	French	11/2/1699		12/6/1779															12392613	https://viaf.org/viaf/12392613/				
1239	SP	Geoffrin			Pierre de Clibereil	"Clibereil, Pierre de"	Yes	ambassador							"Nobility, Elite, Government"								Geoffrin						Male	French																							
1240	SP	Geoffrin			Henri Costa de Beauregard	"Costa de Beauregard, Henri"	Yes	aristocrat							"Nobility, Elite"								Geoffrin						Male	French		1753																					
1241	SP	Geoffrin	http://en.wikipedia.org/wiki/Adam_Kazimierz_Czartoryski		prince Czartoryski	"Czartoryski, prince"		royalty				prince		Letters_Literary	"Nobility, Elite, Government, Military, Court"								Geoffrin						Male	Polish	12/1/1734		3/19/1823		Danzig	Poland	Sieniawa											25362624	http://viaf.org/viaf/25362624				
1242	SP	Geoffrin	http://en.wikipedia.org/wiki/Ursin_Durand		abbé Ursin Durand	"Durand, Ursin abbé"		"maurist clergy, erudite"						Letters_Literary			Catholic_Clergy						Geoffrin						Male	French	5/20/1682	\		8/31/1771	Tours	France	Paris	France										71421942	https://viaf.org/viaf/71421942/				
1243	SP	Geoffrin			Louise Henriette Charlotte Duras	"Duras, Louise Henriette Charlotte"		aristocrat in the service of the queen				duchesse			"Nobility, Elite, Court"								Geoffrin						Female	French		1745		1832																			
1244	SP	Geoffrin			"Estampes, Adélaïde Godefroy Julie de Fouilleuse de Flavacourt"	"Estampes, Adélaïde Godefroy Julie de Fouilleuse de Flavacourt"	Yes	aristocrat in the service of the dauphine							"Nobility, Elite, Court"								Geoffrin						Male	French		1742		1760																			
1245	SP	Geoffrin			Jean-François Georgel	"Georgel, abbé Jean-François"		clergy					abbé				Catholic_Clergy						Geoffrin						Male	French		1731		1813																			
1246	SP	Geoffrin			Granowski	Granowski		aristocrat							Nobility								Geoffrin						Male	Polish																							
1247	SP	Geoffrin	http://fr.wikipedia.org/wiki/Jacques_Guay		Jacques Guay	"Guay, Jacques"		"painter, student of Boucher"							Court	Artist							Geoffrin						Male	French		1715		1787	Marseille	France	Paris	France															
1248	SP	Geoffrin	http://en.wikipedia.org/wiki/Noël_Hallé		Noël Hallé	"Hallé, Noël"		"painter, academy member"							Elite	Artist		"Académie royale de peinture, Académie de France à Rome, École de Rome"					Geoffrin						Male	French	1711-09-02	1711	1781-06-05	1781	Paris	France	Paris	France										14876480	https://viaf.org/viaf/14876480/				
